Gene	average_Primordial_follicle	average_Primary_follicle	average_Secondary_follicle	average_Antral_follicle	average_Preovulatory_follicle
ANKRD34B	0.0780081278581601	0.0267582316100533	0.00966133972036153	0	0
ANKRD34C	0.0195670721361341	0.108331746092129	0.14280920032604	0.182007710705268	0.0837157414523846
ANKRD34C-AS1	0	0	0	0	0
ANKRD35	0.0329538788593268	0.00352174114854297	0.0306550497600686	0	0
ANKRD36	0.554052106337153	0.706342979514054	0.625617491290769	0.251843400938161	1.42777802395827
ANKRD36B	0.583946092327277	0.626906271417774	0.561719318293249	0.33451059931649	1.43448367556771
ANKRD36BP1	0.345176736367383	0.0521454915483007	0.0606718918316702	0.394862446369254	2.00896806637245
ANKRD36BP2	0	0.0824994185534871	0.340198593871801	0.116778314728938	0.118153729324778
ANKRD36C	1.05511451762966	1.4220132376124	0.642030973930741	0.292505935479727	2.54435491182535
ANKRD37	5.86393453484785	6.82376782953155	5.09750573599514	6.99085766375263	8.12610870149182
ANKRD39	6.11081376956254	6.77187694130685	4.63160375900332	5.10644558231513	3.22580722348528
ANKRD40	1.55393784769377	1.6076577819881	1.98418630334258	1.7518559854312	2.92245165588845
ANKRD42	1.65918564222714	2.72591210166375	2.88549015033586	3.49479012279464	2.82007231542824
ANKRD44	0.529816644588341	1.24460714784987	0.767572546199057	2.53101154199973	4.07541967355158
ANKRD44-IT1	0.000522796111924901	0	0	0.000710905682940022	0
ANKRD45	0.374321224788551	1.40380095849108	1.19169029991597	1.72485865620723	2.06922030813976
ANKRD46	2.45051454485906	4.3930191304015	2.61317216620632	3.27409959372159	4.45873766072058
ANKRD49	1.65905264016802	2.65139080603507	3.57977033958541	3.04739632145059	2.04422540957503
ANKRD50	0.782171813463225	1.89690583494995	0.733508924640945	0.293023206889241	0.59743132511398
ANKRD52	0.768587939533629	0.949539355426904	0.583232960497134	0.580755911684361	0.0959813730846909
ANKRD53	0.208792653153992	0.434447938106274	0.277803125557301	0.436071045295847	0
ANKRD54	2.58048619379553	3.26912842572568	2.01802473172831	2.09568451763124	1.25427561453242
ANKRD55	0.0999131677668183	0.00702117498043022	0.0143208747874928	0.00905304766433657	0
ANKRD6	1.75148320525653	3.17398967396634	3.77052677940666	3.79020490882823	3.24758346491031
ANKRD60	0.0698912715698465	0.00292253626434292	0.186919099364231	0.050637840608033	0.169940432988139
ANKRD61	0.0303770086581467	0	0	0	0
ANKRD62	0.219483526039614	0.0271435629556192	0.0977333633803413	0.0135525388149552	0.00558339255218403
ANKRD62P1-PARP4P3	0.0127272900432192	0.0385357973825937	0.24742437891578	0.0143496037987453	0.393877644306963
ANKRD63	0	0	0.0141449303120034	0	0
ANKRD65	0.26133496715379	0.0565556825114776	0.497973855939302	0.180288236973413	0
ANKRD66	0	0	0	0	0
ANKRD7	1.77391529391655	2.26385514011195	3.62148845442986	3.70971329871544	4.19571550482896
ANKRD9	0.0326565445194025	0.00819930714884356	0.0355997520973857	0.00186165263606142	0
ANKS1A	2.17288067960949	2.93786216950175	4.06525617178001	5.37065059458021	2.87183711677982
ANKS1B	1.30238255220236	2.65783167683575	3.01620549637625	2.29794691134912	2.45671687637715
ANKS3	0.596542150452965	1.76783642586666	0.221757733135444	1.49785126080392	0.272704023646189
ANKS4B	1.79274223899372	2.41196134090341	2.43158783923999	3.77820783263856	1.39549066084609
ANKS6	1.71733046994029	2.37588209038749	1.67932874190642	2.01396754656118	0.752743334265203
ANKUB1	0.00998700099643017	0	0.00402599874867812	0	0
ANKZF1	2.76351101886871	3.37678107104327	1.98042895084593	3.49998216755605	3.61062366562723
ANLN	2.2052565104724	3.11402217259218	2.8451426583719	3.67614063349403	5.29341864941239
ANO1	0.109650355526064	0.234865128342014	0.450935495100634	1.04288548989446	1.69360791872788
ANO1-AS2	0	0	0	0	0
ANO10	5.82760646877691	6.02122616387715	5.66052009648795	5.7513958553911	3.40743085565077
ANO2	0.0179886613522175	0.367424292158308	0	0.0399228772252394	0.0693902483009231
ANO3	0.0673310969564614	0.211123476253414	0.174992942896712	0.17714462450097	1.04359467338257
ANO4	2.22438101409156	3.34109620116642	1.35393188107021	0.752867870202251	0.506156206084752
ANO5	0.665107658115851	0.956748580833279	1.1164566695685	1.506635860831	1.05989361242426
ANO6	1.7998923565247	2.88764657358853	3.03422207913986	3.23398026897871	4.3797372028954
ANO7	1.57858583657932	2.22483306003413	1.38310622695681	1.95013218766263	1.34386364960406
ANO8	0.211106381970851	0.0492721540328423	0.364698144979796	0.547920808894261	0.213288370107458
ANO9	0.0110091148122574	0.0163799931176459	0	0	0
ANOS1	0.264940768921525	0.72900277773901	1.21265826976111	0.59685961508388	0.38060035711092
ANP32A	1.52994362658242	2.63238117848456	1.26722513073267	1.60199424410115	2.48075030740888
ANP32A-IT1	0.286824382622227	0.0405652066686575	0.268055607695018	0.0701003321669539	0
ANP32AP1	0	0	0	0	0
ANP32B	7.26234970637412	7.38466241369971	6.77546277463014	6.89573600702422	7.85545606932488
ANP32C	0	0.00665839392902569	0	0	0
ANP32D	0	0	0	0	0
ANP32E	0.361284602729198	0.259241679892762	0.157746238888323	0.20054631190055	0.170468684779162
ANPEP	0.00960238336393183	0.0263923107269368	0	0.0196860595279408	0
ANTXR1	0.149477602191239	0.362322320449535	0.280935142664656	0.0857257123761568	0.121722000332338
ANTXR2	0.133197425350156	0.226707169179373	0.0182196640080479	0.0217005977177383	0
ANTXRL	0.00426047431739723	0	0	0	0
ANTXRLP1	0.700211446657189	0.767440316906446	0.140277549554928	0.0317846186738072	0.0751344244733427
ANXA1	0.899343904756429	0.390023217018917	0.167861045545383	0.334241183357024	0
ANXA10	0	0	0.0443072957651962	0.0376263167902783	0.058100101969783
ANXA11	5.21710702543385	5.92185904562735	4.69582278353584	5.47243444701283	3.243849272779
ANXA13	0	0.0999983085293212	0.140182286672217	0.307251511051169	0.305545908802002
ANXA2	2.33193512616492	1.99643498908533	1.61410525341779	1.74858599017636	0.0928840383144556
ANXA2P1	0.0141125592886132	0	0.0103650262552541	0	0
ANXA2P2	0.435155778628448	0.222170609671342	0.215888950401927	0.152330661627307	0.132173591676292
ANXA2P3	0.192613457429613	0.60668994660781	0.072216297764506	0.205893689890687	0.107956795204327
ANXA2R	0.216123817884698	0	0	0	0
ANXA3	1.06545874609357	2.16666018917016	0.0879859905773845	0.0180758995085931	0
ANXA4	0.515080882432476	1.88229189200091	2.06183149769907	1.8647160731781	2.85375705466757
ANXA5	2.69942720735825	3.52317726502359	2.96682752075424	3.62414724372668	3.40930625615222
ANXA6	4.38366171922188	4.87019358687183	1.65299177286315	1.0285029909938	0.306449003611106
ANXA7	7.10463146951134	8.31051221965155	7.10948685502683	7.97790063012048	8.88542280268376
ANXA8	0	0.0186648216064598	0.0360177391367815	0.00304463250129021	0
ANXA8L1	0	0.0249623401533766	0.0349452988085934	0	0
ANXA9	0.0482744103301558	0.0938406507067326	0	0	0
AOAH	0.729692061843924	1.07068824903492	1.95176963752811	4.61310227250411	4.82572228682431
AOAH-IT1	0	0	0	0	0
AOC1	0.0179001948488973	0	0.0116405330138498	0	0
AOC2	0.139254040535186	0.265449213023873	0.753928261747241	1.9904863604887	2.07881191049589
AOC3	0.0800955497873301	0.0494320278144206	0.0318041288257239	0.0850972828944627	0.0713030926335706
AOC4P	0.0328501476408328	0.000528661244721458	0.00233745644609142	0.000570772430868561	0
AOX1	2.83854760858243	3.93154248325398	2.79601976824123	2.30083318887201	2.50327005231999
AOX2P	0	0.00603364649118759	0	0.0435092728696985	0.0956423574391846
AP1AR	0.531937947127535	1.49910384220346	1.28225829729158	0.202908524256855	0.199559312778721
AP1B1	4.24410771707107	4.00485582558666	2.7474416389203	2.21684950919265	0.313209901250191
AP1B1P1	0.414115366774327	1.94371318848117	0.798971451237084	1.93265123978022	0.565978475836294
AP1G1	3.27262392787509	3.76221165890697	2.9366338754513	2.77919977009933	1.85713377516667
AP1G2	0.378980437644572	0.706345886638395	0.373386930203352	0.905030707963907	0.797592680457832
AP1M1	6.61292899150842	6.74485062195554	5.02673521154803	6.13456507665235	4.24298287196059
AP1M2	1.62285833871573	1.99840813895773	5.11570822413965	6.79002765308966	6.53143784373408
AP1S1	0.854214487775731	2.0715336573736	1.11385608105203	1.68870565425644	1.81214181872843
AP1S2	0.145190335022935	0.107267755626161	0.282814167864913	0.132488197571179	0.164371146228297
AP1S3	1.48544728598059	1.00371073879721	1.80777213230033	1.42141573820313	0.750645216542139
AP2A1	1.04491223448659	1.83347095793738	0.224844600476054	1.8337274127061	0.423759163085565
AP2A2	5.43022374241509	5.35255034928369	2.10812970105971	3.34146705124833	0.63425240559647
AP2B1	3.6861651081146	4.47045445484594	4.13362640660809	3.84261784466223	3.17657527988088
AP2M1	6.44402714988263	6.9193714652731	5.21876021229816	5.86907735790682	2.92059937287344
AP2S1	4.89147912965483	4.49673830425138	5.27201379995188	5.44288787461337	3.43617433745225
AP3B1	2.02592404304871	3.55564789435303	4.33357174278448	2.6638127622046	4.66359476203368
AP3B2	2.1020120835941	3.5985749460799	1.86888241084234	2.70071973523241	1.11448459131707
AP3D1	4.70408958242896	5.03289549673122	4.13980479913517	4.05195208348972	3.76781483237934
AP3M1	1.22843297702252	2.02467876185086	1.93040374219476	2.21069275610873	1.59067714632777
AP3M2	1.53885487436423	3.3896357928179	2.98281449344346	3.45137721859911	4.70029914627812
AP3S1	4.32803369597825	4.60907432720238	4.1537638664223	3.92702190810164	5.80257503107704
AP3S2	1.37838892688434	2.10683355489994	1.24319033157743	0.956999433837099	0.142181086772696
AP4B1	1.2772913910134	2.26816192023494	3.61318115260916	4.39570171155119	3.11258424105021
AP4B1-AS1	0.0468744967882277	0.00276389963434467	0.22227187959093	0.0266963147591074	0
AP4E1	0.319056926021639	0.328274057140131	0.527728726295754	0.164561443344936	0.0679777821243839
AP4M1	0.181131391629632	1.65421959604629	0.42961805344702	1.73393357003564	0.395189921727078
AP4S1	0.757154129675092	0.528943238680142	0.614216726481972	0.326419344526021	0
AP5B1	0.449707306898632	0.940211254920044	0.704865283650507	0.190688500277593	0.00306794244327991
AP5M1	0.853565641007212	1.49526024877163	2.41270451172201	1.69113575867309	1.67759648724094
AP5S1	2.96238310100258	3.46104082789582	2.29901828917374	4.05969935510119	4.12524683487304
AP5Z1	0.4367882769521	0.900462827750717	0.646653655180499	1.13054973639179	0.168401230935106
APAF1	0.231007171277418	0.140150770396111	0.766099196484242	0.732623744767673	1.14923527475068
APBA1	2.30924941974889	2.04833542208766	2.60934523519889	1.82716037312069	0.386375592667161
APBA2	3.80630574145072	3.78161597141777	2.4033064845533	3.14846486921517	1.51226061914894
APBA3	1.61069872078366	1.65677566086329	1.54307994184641	2.78518104135373	0.331350701680946
APBB1	1.4273685501207	1.91586988582366	0.238586891847179	1.98106722426303	1.29651408472456
APBB1IP	0.0812422747542834	0.0133352256557392	0.00711244997584047	0	0
APBB2	1.15750803097875	1.98208041757536	2.5547053337776	2.42758748501344	2.80278498021805
APBB3	0.346906230586741	0.557085491762034	0.37216024484592	0.705770846560056	0.0535015497865468
APC	0.767935109550979	1.39762616426458	2.63884053470678	2.23466096348485	4.24513410213341
APC2	0.189944752585409	0.187083794689499	0.111450291748884	0.24445803593902	0.0568502805491416
APCDD1	0.0586307064008383	0.0409091504227145	0	0.015379493565393	0.0425567515008443
APCDD1L	0.0251949917746042	0	0.00287436601519048	0.0156615895737119	0
APCDD1L-AS1	0	0.0380241771860623	0.502173755904489	1.5620487286896	0.734018414509845
APCS	0	0	0	0	0
APEH	2.53447570197438	3.3973355663957	1.76884845924699	2.46674367473207	0.442349378580587
APELA	0.000878951186391243	0	0	0.0210711351950614	0.0321836236639701
APEX1	6.05060358166759	6.60784908551983	5.04870737917196	6.67705586577713	6.20323049878701
APEX2	1.96139047085386	3.98823300616235	3.12249137179913	4.99444904242265	4.98974390936029
APH1A	3.76872981069752	5.08440307395575	2.73886827179781	6.32970305734673	6.88599977157747
APH1B	1.9490453500338	2.51253978040177	1.60993812916606	0.953205185107548	0.775500371971962
API5	2.93288217749686	3.93574924141911	3.21213690145128	3.51240463202954	4.40498064036108
APIP	2.81648151988937	3.824513109795	2.27998195239783	3.29311884577515	5.43025678208961
APITD1	6.26970792586342	6.50153522350568	7.98482233570625	7.65784697189888	7.36945306971839
APITD1-CORT	1.09027685725733	3.14598903256796	2.02386619033732	2.40017128796119	1.90903307796002
APLF	0.109536191898862	0.881806168490057	0.225723139657439	0.428076375399339	1.30734111582457
APLN	0.335333818249936	0.452148022236365	0.0241685777035471	0	0.173253133727262
APLNR	0.0213971043098663	0	0.0286640563237434	0.00270358755938306	0
APLP1	0.0223167214434712	0.200362001988716	0.3856169475964	0.118856402180673	0.39164905577825
APLP2	6.02768591896166	6.37142115888802	5.26432350197456	4.24336276919449	4.59111486620492
APMAP	4.09262385164845	5.07594214475317	4.42834779380739	3.83594954732806	2.27820258802506
APOA1	1.12356577782995	0.00528455495151786	0.227334192378191	0.784070533745737	0
APOA1-AS	0	0	0	0	0
APOA1BP	4.00720101768173	4.2682336161609	3.06263374255192	3.742240816332	1.46753355345902
APOA2	0	0.0973594696674945	0.771401388957696	0.507184396945762	0.536949814007671
APOA4	0.0979127500581437	0	0	0	0
APOA5	0.0350925142623277	0	0.00528205259695309	0	0
APOB	0.167655248967941	0.0200099772881522	0.00192605535631617	0.00886968911965395	0.016517108600529
APOBEC1	0.106950564306865	0	0	0	0
APOBEC2	0.104372569537572	0.0742185449225961	0.271255892039758	0.162026302547038	0.0523698991260824
APOBEC3A	0.704399755352582	0.17138686737409	0.639413455133209	0.0689608820683427	0.0322923759231106
APOBEC3A_B	0	0	0	0	0
APOBEC3B	0.130212221993662	0.069737229196735	0.0123742076033223	0.0301026151612534	0
APOBEC3B-AS1	0	0.00544996721106426	0.0055555728071803	0	0
APOBEC3C	0.441190564860995	0.0581586267888909	0.105661416411719	0.0638846285644862	0
APOBEC3D	0.612622985866312	0.0671236749037976	0.179763720357346	0.0907131372655796	0
APOBEC3F	0.227670361557926	0.013873674217334	0.160848260166228	0.0402336062526543	0
APOBEC3G	0.0238376093831174	0.00652524798087538	0	0.00943437082791268	0
APOBEC3H	0.0349031984071756	0	0	0	0
APOBEC4	0.0037026768414923	0	0.00702362804425075	0	0
APOBR	0.00326557510029357	0.00467539262778815	0.0116046969561359	0	0
APOC1	6.17860371757439	5.35159552192615	5.23726209867484	4.7352999427581	3.47804383583096
APOC1P1	0.297721416173715	0.0650047942315201	0.906454118158907	0.34503561937922	0
APOC2	0.0169107075482974	0.512285241827285	2.20270044760951	1.31963923320084	0.562918323910544
APOC3	0	0	0	0	0
APOC4	0.230998816816598	1.49939873774032	0.839003499174347	2.13769187327505	1.19092360841281
APOC4-APOC2	1.87913438623799e-06	0.138343202632477	0.533461557844551	0.32887909517619	1.16789540143786e-06
APOD	0.209871383776743	0.162085333759708	0.0890360978810604	0.3976605466986	0.0967935855555387
APOE	0.935155564447153	0.324488006271764	0.673989108043109	0.423863817433553	0.0404039089298867
APOF	0.0650842250715719	0.0015241303772665	0.118488862850498	0.00149823614416008	0.0490344898782697
APOH	0.00867390544961587	0	0.30743424430406	0.0784350563175893	0
APOL1	0.960877628257139	0.139502126306973	0.501915903665558	0.133159484646081	0.0503065203829406
APOL2	0.45439365666381	0.0652657523117895	0.348874210171341	0.0552125982935343	0
APOL3	0.232598231044141	0.00589881277586942	0	0	0
APOL4	0.0365855696285719	0.0288756200727456	0.0603897311250098	0.0184408440975311	0.0381730503100112
APOL5	0	0	0	0	0
APOL6	0.174854905916496	0.0500905014578732	0.170699346001396	0.0625592846315603	0.0508906225058032
APOLD1	0.400552967417478	0.610398701349064	0.140245542472961	0.0439615495826435	0
APOM	0	0.0119255855049523	0.00717270011629692	0.0607795301230663	0.0666753025869446
APOO	6.35912329134706	6.98768984636158	6.30058650578683	6.46384491387892	4.41745155208002
APOOL	1.05072022611198	1.32440779644749	0.892230128630222	0.256851095814791	0.164259642407121
APOOP5	0.0497429523310796	0	0.0719223159390504	0	0
APOPT1	3.99595000474502	4.82201333677048	3.69886842641893	5.30635853451902	4.95969258225573
APP	2.29554947159416	2.58268368797498	2.33183126370255	1.67427321982891	1.33969235175324
APPBP2	0.333761246029129	1.62181267617928	1.64665218034869	1.50666596156754	1.12227632435198
APPL1	2.48523285482191	3.35290848969635	3.08611133026966	2.33830376915051	3.22250662746609
APPL2	0.976968140090971	1.86974540892252	3.31747306707993	2.76114739183481	4.65672598239332
APRT	4.87096940565505	5.70934957699187	2.75887227211079	3.95080774862162	1.35409735058551
APTR	0.977172140758558	0.572835532643793	0.825775856382721	0.986249484728408	0.838942405935938
APTX	3.38422701815312	4.51725007095186	3.26562846132161	3.89543188135259	2.22060706333296
AQP1	0.111910564055716	0.0179979695268576	0.00352915911228892	0	0
AQP10	0.0151307876381923	0	0	0	0
AQP11	0.555951422484583	1.62561172253773	0.639290914557526	0.246224168741774	0.0653929651218173
AQP12A	0.016521405393766	0.00205455826957598	0	0.011049246979922	0
AQP12B	0	0.0119457472127103	0	0.0106964535852133	0
AQP2	0.00230991742319964	0	0.00234191156138395	0	0
AQP3	0.192657325497337	0.137285902712528	0	0.00709842167523555	0.0296975582876195
AQP4	0.0111169362189071	0.0967215971854342	0.0111066699547522	0.0214943013841503	0
AQP4-AS1	0.46153720887729	0.0397299833214995	0.667030373293274	0.0656148275547223	0
AQP5	0.0837368426208969	0.0104403572206401	0	0.00362418930199546	0
AQP6	0.201520905424081	0.0100461012417695	0.219622200982451	0.119631508708859	0.00798265452120067
AQP7	0	0	0	0	0
AQP7P1	0.17506843276631	0.00162376620033365	0.0203199153672516	0.0159427300690164	0
AQP7P3	0	0.118282976482607	0.077853001973183	0.038884842178091	0
AQP8	0.00657464081000713	0	0	0.0419244833830401	0
AQP9	0.0182334857012116	0.00363813730742217	0	0.0104091215737355	0.0173099184267078
AQR	1.66140092229566	3.54298579230067	2.93193346850951	3.56207012486722	4.61734683375546
AR	0.114878654752722	0.0398013876392518	0.0163888097048091	0.0331757204480502	0
ARAF	2.06883598808072	3.44545918828664	1.69059685114528	2.04965102478318	0.430707407196397
ARAP1	0.397849620965836	0.955874777896356	0.516668453918208	1.25962120630245	0.0393054010050732
ARAP2	0.525357971288955	1.38300234765903	1.32117197784546	1.1000206908655	3.01780530863063
ARAP3	0.0274588660490616	0.0137184422232692	0.0200899593840347	0.0360417167607551	0.00412138104290557
ARC	0.631661526207613	0.0717665161261854	0	0.035531575577522	0.157800829335205
ARCN1	4.03164470671711	5.24709380649544	3.41616549519932	3.70078165838547	4.96671788482415
AREG	1.79903411243952	2.59052253807956	0.817227240653079	0.0552735597575457	1.10062149273358
AREL1	2.07744986254632	2.86182693220117	2.79538736716346	2.30261269262825	2.57047421483692
ARF1	9.48949432886725	9.43156258481573	7.67840587913622	7.95977918271915	8.22061035245667
ARF3	4.63332020980777	4.55623752957588	4.77151312613038	5.43089633879191	3.53967545738173
ARF4	4.56535790852966	5.67179953340796	4.35723898696143	4.69812744374997	6.04112619808178
ARF5	6.90539931037279	7.26013795818746	5.09051114524476	6.35604008711419	6.15995598116004
ARF6	2.80831995028568	3.29321663212182	2.86164029235577	3.23953454790139	2.10746244575355
ARFGAP1	0.784264921669992	1.80812038011897	0.963387965737356	2.90291942190446	0.0203300395166392
ARFGAP2	3.77182568569024	4.93122052555221	3.76318046557871	4.97345055034323	1.42287380237012
ARFGAP3	2.78696418725544	4.02548720345902	3.01571572859072	3.37793071706785	4.87516138368275
ARFGEF1	2.49546962480196	3.64365452828579	2.15059790559886	1.84983633475414	3.23895015532916
ARFGEF2	0.861003141334049	1.5411977236622	1.50044112867709	1.60076297470882	2.91630777667919
ARFGEF3	1.26776927937832	2.10115519749003	1.34756290823653	1.44600402596309	0.952504870630033
ARFIP1	1.43045193468257	2.80543939433007	3.2374762280359	3.53730812805494	5.42677274631998
ARFIP2	3.25787643278388	3.83858840048909	2.64207273237368	2.42318796346466	1.42243141395972
ARFRP1	2.82191240057531	4.40484018909149	1.39362448499064	3.30017194159697	1.14348345867688
ARG1	0.0675888857631957	0.226043519812992	0	0.00462587933734057	0
ARG2	6.8266971713117	7.76523430086722	7.61856856139021	8.71204645360682	6.69298835135847
ARGFX	0.267658498003572	0.0138444144850338	0.223916061464215	0.0787370548272386	0.0154622835954993
ARGFXP2	0.0156358087088522	0.00373997853619115	0.0055817480384029	0	0
ARGLU1	2.93575188014192	3.40150824497876	2.30427541237575	1.04782015161776	1.05584212306734
ARHGAP1	2.29793789155224	2.69702458779539	3.2153185068702	2.30191077482826	2.38518183407643
ARHGAP10	3.81154663335424	4.33454040107416	5.31686610197277	5.28483161362314	4.57532103623643
ARHGAP11A	0.537854992248365	2.11940453971283	1.91880480605611	2.39127838901273	3.46673139074205
ARHGAP11B	0.00550883416598489	0.526928017842477	0.386804347114534	0.241805498288574	2.18996397372665
ARHGAP12	1.43623394046885	2.30679595082039	2.41923707667294	2.12136169172284	3.67546421094084
ARHGAP15	4.10749414401331	5.74058898106137	2.53323825864471	3.14685171718234	2.8577287646363
ARHGAP17	3.28208745455123	4.58339951443785	5.75925192291909	5.10192875839815	4.82766725851417
ARHGAP18	4.5247945788033	5.42714509259033	5.19356646699126	5.04314457402988	7.78290518680988
ARHGAP19	1.91984866310932	3.13939476352239	2.36377622023996	3.43503963850206	5.01468142382876
ARHGAP19-SLIT1	0.161274189632075	0	0.140970646995869	0	3.98595421646068
ARHGAP20	0.270491059851094	0.636455444611958	0.768020956365511	0.704127370578373	1.24434444194701
ARHGAP21	1.02856998367805	1.64483283920704	2.39242913957918	1.4615890984833	3.14421685833626
ARHGAP22	1.02372218489738	0.92880752644909	2.07463163809197	3.24235063354075	0.467473827782846
ARHGAP23	0.115871812919617	0.132993646170053	0.142409347605388	0.0477703081903538	0.00856836740567322
ARHGAP24	0.254626100140845	0.134438341898217	0.131363912899448	0.54392978907499	0.77920347789765
ARHGAP25	0.0653133830148564	0.291084371180244	0	0.0211422547744068	0.0530405018341417
ARHGAP26	1.94445786061614	2.46208071699184	2.70113163435931	3.37090056343652	3.15478034070148
ARHGAP26-AS1	0.035767790787687	0.132589830293741	1.08062903980463	1.36624507814118	0.530919954204076
ARHGAP26-IT1	0	0	0	0	0
ARHGAP27	0.0823147527623782	0.337105516743616	0.285329358197714	0.592600269069961	0.0872637642251715
ARHGAP28	0.0196711555875382	0.153176467492835	0.0290013079978643	0.0157760872036692	0
ARHGAP29	0.910015419889325	0.501388654558399	1.58484358052759	1.34868010997451	2.78996213447396
ARHGAP30	0.0507208366831465	0.157121511494791	0.400892700159559	0.894172562291841	0.234482626206328
ARHGAP31	0.0723058148981996	0.00692004488332373	0.0146370778043434	0.00324366377357625	0
ARHGAP31-AS1	0	0	0	0	0
ARHGAP32	0.710979195566923	2.09821478141126	1.75498857088047	2.40218531279386	3.89236812873939
ARHGAP33	0.379305981073958	0.473797834134794	1.35666835415379	2.18079854584846	1.07550337909846
ARHGAP35	1.50424208697295	1.04747838338339	1.86554470867991	1.87991562294707	0.788182763549249
ARHGAP36	0.0373859409502352	0.105801228266898	0	0	0.00952069338164107
ARHGAP39	0.988169943492383	1.24635458103285	3.05044452618615	3.84551045266266	3.44667783907533
ARHGAP4	0.216187658102206	0.14443206755539	0.012853723011091	0.242993837094232	0
ARHGAP40	0.287142410353401	1.8428197567226	1.58742828786724	1.88847097949514	0.60010598399034
ARHGAP42	0.159231739351459	0.321651756768918	0.238533345576871	0.162282213718558	0.576997514176682
ARHGAP44	1.74227308721292	2.49327038913798	1.25609812717094	1.75497414279961	1.10805617107127
ARHGAP5	0.932472574343556	1.4430585769809	1.11053729330235	0.668617257836207	1.8934804072333
ARHGAP5-AS1	0	0.1463347477271	0.532717697881572	0.86410959288217	0.729632284316708
ARHGAP6	1.30830902432642	2.48035868890542	0.646725447844274	1.46881587518765	1.17914391068867
ARHGAP8	9.15609836090637	9.32571276024462	4.72071853483326	4.57261403759872	1.86169117973956
ARHGAP9	0.0190628635333541	0.00620440032922965	0	0.0539152593347019	0
ARHGDIA	5.68285428752398	5.41873322067437	4.37234245940217	6.66070776620754	2.21084690292096
ARHGDIB	0.147429241885524	0.18533863609378	0	0.0083310005804105	0
ARHGDIG	1.06677112144353	0.868586979040395	0.909046650401291	1.47551540188292	0.054241454678207
ARHGEF1	0.623649018855195	1.15238822139506	0.479118459807834	0.732618439564118	0
ARHGEF10	0.231188292044794	1.20795464360571	0.558414772241922	0.508223628545997	0.60536681316294
ARHGEF10L	0.550456259085033	0.649494770720704	0.402342602149875	0.65757632560327	0.0821533699517294
ARHGEF11	0.127938196438372	0.192427149979942	0.330331569928611	0.480396507073731	0.382324888506165
ARHGEF12	0.713768947958586	0.835135079835304	1.53010177375399	2.04990397809697	3.44772467827382
ARHGEF15	0.0441798042113692	0	0	0	0
ARHGEF16	2.69898722992115	3.67441543080003	2.08293883518826	5.09219198283709	3.73522526020303
ARHGEF17	0.251003819352255	0.32697187671281	0.571198670498051	0.492785330953825	0.0259689116734812
ARHGEF18	1.54994648876172	2.62706086964125	0.666849234048126	1.50855387345025	0.458461808695579
ARHGEF19	0.0794901382029124	0.654590616001816	0.032383009348889	0.022883557926846	0
ARHGEF2	0.248518740952274	0.115830054663925	0.118716389569006	0.0278175361693683	0
ARHGEF25	0.017451487339646	0.00123853442447482	0	0	0
ARHGEF26	2.46948252360309	3.36534024585658	3.37524310098412	3.89251902541463	4.48304849797443
ARHGEF26-AS1	0.7260004531889	1.1552568927695	1.25570533856808	0.876522736444218	2.31160331901742
ARHGEF28	1.69432771990058	2.55346550560687	2.11330979655765	2.57700275928875	2.44059568764397
ARHGEF3	1.43490422574546	2.85586063703586	3.08887342010468	3.13558165405	4.54186269102916
ARHGEF3-AS1	0	0	0	0	0
ARHGEF33	2.12193130372398	2.37747124226615	3.14617954245551	2.01164353412436	1.37469040475689
ARHGEF34P	0.21003302253364	0.0385885400835362	0.0681901158978211	0.0258300572980598	0.0199963494677764
ARHGEF35	0.193518411349616	0.0239156573565681	0.176361192005687	0.0192095084574739	0
ARHGEF37	0.540551757357153	0.717933957013373	0.347459972596293	0.00815681735311586	0
ARHGEF38	0.0595495341625072	0.00346904658738735	0.0463005208265297	0.0551479365226962	0.0147879238545826
ARHGEF38-IT1	0	0	0	0	0
ARHGEF39	1.84790166381374	2.17130049167651	1.71685709638107	3.57901660883438	4.20705998719737
ARHGEF4	0.233795046327554	0.374232174974153	0.202507478380987	0.0269770539224618	0.0056713237524275
ARHGEF40	0.130035142529488	0.0919218239107403	0.0138940874915251	0.016310774217275	0
ARHGEF5	0.355376997710857	0.066283677748651	0.396204628782294	0.212303972648612	0.0291131514151675
ARHGEF6	0.0900624527248538	0.0350859538634012	0.0316650059216609	0.0529822422710996	0.0326294470384804
ARHGEF7	4.43852822414119	5.08549133920559	4.47484285292553	4.58712374702411	4.52386326281886
ARHGEF7-AS1	0	0	0	0	0
ARHGEF7-AS2	0	0.0624584039968183	0.0645331676142677	0.0205841514804555	0
ARHGEF9	0.310195824249008	0.712609288652303	0.943650057091807	1.65867646408735	2.01530667437857
ARHGEF9-IT1	0	0	0.111933987117419	0.0758354444908689	0
ARID1A	2.92174367376116	3.5847786819726	3.68499488501339	4.8461569199748	5.28046991695628
ARID1B	2.06688791508093	2.0754944938313	1.50465042352938	1.71415831939907	1.30420463218929
ARID2	1.29474671729688	1.69068145074925	1.60568218134168	2.74641896442963	4.71471907357636
ARID3A	0.286446992861877	0.298534473350345	0.248647848462893	0.497311471363506	0.206572995308161
ARID3B	3.7042918887711	4.48184280772107	3.78994528567754	5.53554473892491	4.2050123671728
ARID3C	0	0	0	0	0
ARID4A	3.43220090524086	3.72074838644652	4.09260430006744	3.74481837557497	5.98771185400622
