Gene	GV_Mean	MI_Mean	MII_Mean
CTD-2631K10.1	0.128088247	0.171459428	0
TNPO1	7.816963969	10.30101699	9.595872655
MIR4804	0	0	0
CTD-2339M3.1	0.921673337	0.674756717	0.321068041
CTD-2376I4.1	0	0	0
CTD-2376I4.2	2.385785739	1.404663683	1.089806033
FCHO2	1.928478095	2.237346142	1.427225927
CTC-250P20.2	0	0	0.082202348
CTC-250P20.1	0.109124299	0.05982217	0.10399412
Y_RNA	0	0	0
TMEM171	14.00163918	11.62485121	38.9378198
RP11-232L2.2	0	0	0
RP11-232L2.1	0	0	0
AC116345.1	0	0	0
TMEM174	0	0	0
RP11-60A8.1	0	0	0
RP11-60A8.2	0	0	0
RP11-79P5.3	6.767725155	2.661540958	1.432527533
FOXD1	0	0	0
AC099522.1	0	0	0
RP11-79P5.2	0	0	0
RP11-79P5.7	0	0	0
RP11-79P5.5	0	0	0
RP11-79P5.9	14.26886874	21.73171085	23.02229859
BTF3	69.1174419	134.851926	109.5083017
AC099522.2	0.300375883	1.863708469	2.420239205
ANKRA2	7.117856375	12.03647303	9.766393209
UTP15	6.54029136	4.274427277	6.380295679
AC008387.1	0	0	0
ARHGEF28	1.540023506	0.868341961	1.485183992
CTC-575I10.1	0	0.014072718	0
CTD-2372A4.1	0	0	0
RNU7-196P	0	0	0
RP11-428C6.2	0	0	0
CTD-2292M14.1	1.192503047	0	0.052528966
AC106732.1	0	0	0
CTD-2275D24.4	0.331278745	0	0
RN7SL814P	0	0	0
CTD-2275D24.1	0	0	0
CTD-2275D24.2	0	0	0.041863555
CTD-2275D24.3	0	0	0
CTC-419K13.1	0	0	0
ENC1	0.003560888	0.024583023	0.022687117
HEXB	9.822332085	14.3574943	18.47765565
GFM2	26.28059607	34.82665823	24.68195111
RNU6-658P	0.047205281	0.772423576	0.428903966
NSA2	87.76350687	101.9914355	42.35202244
FAM169A	4.523907655	5.7337032	7.690449176
RNU6-1330P	0.20142146	3.450558004	3.790339404
CTD-2060C23.1	0.102690685	0	0.06735834
CTD-2377O17.1	0.563884322	0.284011472	0.479164092
SNORA40	0	0	0
CTD-2503O16.4	39.99982688	24.12344066	14.87515344
CTD-2503O16.3	0.426952228	0.34324556	0.014179173
CTD-2503O16.1	0.928441446	0.278369186	0.031221449
RPL27AP5	13.58621251	3.862078506	2.331457097
RP11-229C3.4	0.629529619	1.384982437	0.48061037
GCNT4	0.006616914	0.074008735	0
RP11-229C3.2	0.14335257	0.024667185	0.037459695
ANKRD31	0.743214984	0.397325123	0.762454845
SUMO2P5	0.189893999	0.028323966	0.045471798
CTD-2235C13.2	1.677362399	1.045887776	0
HMGCR	5.540648413	7.258570704	9.909166046
CTD-2235C13.3	0.105051436	0.08937798	0.138632515
COL4A3BP	5.6823574	5.45639358	4.981154771
CTD-2235C13.1	0.014420057	0.02478751	0
POLK	4.629597864	5.601084818	3.864123643
RNU7-175P	0	0	0
CTC-366B18.2	0.264272622	0.155658445	0.314862242
CTC-366B18.4	0.035730933	0	0
ANKDD1B	0.092821556	0.13779392	0.082437449
POC5	21.92763264	26.79517077	43.43927635
RNU6-680P	0	0.070981123	0
SLC25A5P9	0	0	0
RP11-524L6.4	0.742323523	1.516350005	1.393328464
RP11-524L6.3	0	0	0.051546282
BIN2P2	0.034897495	0.034666006	0.01163055
RP11-524L6.2	0	0	0
CTC-235G5.1	0.143461798	0	0
CTC-235G5.2	0.151911539	0.114309238	0.104351909
CTC-235G5.3	0	0	0
SV2C	0.213867063	0.05327741	0.286029306
RP11-466P24.2	66.27140845	52.62314312	59.38034616
RP11-466P24.5	0	0	0
HMGN2P4	97.44127166	18.47412743	13.67970787
RP11-466P24.4	35.7969683	12.97737655	17.11575045
RP11-466P24.6	1.090931408	0.344367278	0.656803751
RP11-466P24.7	0.042897581	0	0.104428516
RP11-156N15.1	1.720198288	0.226600273	0.111127036
IQGAP2	39.94651303	50.81404882	68.27977621
CTD-2275D10.2	0	0	0
CTD-2236F14.1	0	0	0
F2RL2	0	0	0.008839082
CTD-2384B11.2	0	0	0
F2R	0.022366668	0.013344303	0
snoU13	0	0	0
F2RL1	0.01460047	0	0.040169761
RN7SL208P	0	0	0
S100Z	12.64845946	20.3831175	19.23570614
RNU6ATAC36P	0	0	0
CRHBP	0.720091735	0.228156394	1.143361899
AGGF1	11.22308112	8.886682477	11.68822821
ZBED3	0.360259959	0.489159332	0.303905395
CTC-564N23.2	0.938580654	1.44067015	0.52520603
SNORA47	0	0	0
ZBED3-AS1	0.058915813	0.009349161	0.02388579
AC008581.1	0	0	0
HMGB1P35	0.028898786	0.071354651	0
PDE8B	39.89362166	39.48214038	49.04486721
ALDH7A1P1	1.73451715	2.100642526	3.165853058
WDR41	33.47391471	29.92022195	39.64188066
RPS2P24	0.091619585	0.053693523	0.047948586
RPL7P23p	10.45369856	23.50843864	16.46057588
OTP	0	0	0
TBCA	117.2867647	166.3492063	80.5930926
ACTBP2	0.097415375	0.140917076	0.449639119
RP11-107N7.1	0	0	0
AP3B1	8.996621316	7.753962638	10.68777558
CTD-2179L22.1	0.00630624	0	0.030713768
AC024568.1	0	0	0
ATP6V1G1P6	0	0	0
CTD-2037K23.1	0	0	0
RNU6-183P	0	0	0
Y_RNA	0	0	0
CTD-2037K23.2	3.981232359	1.052978215	1.543899108
SCAMP1	17.17818014	16.63438112	19.66342298
LHFPL2	1.597653043	1.175263033	1.729066011
HMGB1P21	0.041059066	0.139237368	0.01227079
CTD-2073O6.1	0.322899839	0.284628928	0.083468843
CTD-2045M21.1	0	0	0
ARSB	0.078649567	0.117374201	0.081550136
DMGDH	1.743468304	1.999470101	1.941072222
CTD-2299I21.1	0.020877841	0.049193129	0.014662161
BHMT2	1.36570358	1.428166697	2.245018803
BHMT	0.076737531	0.054765722	0.509098665
RNY3P1	0	0	0
CTC-422A18.1	0	0	0
SNORA18	0	0	0
AC016559.1	0	0	0
CTC-422A18.2	0	0	0
JMY	14.90471424	17.08483953	12.85541938
CTC-451P13.1	3.760966893	6.509322846	4.768944643
HOMER1	4.532037648	4.081147239	2.675697828
RP11-342F17.1	0.27907209	0.27260216	0.194182724
RP11-342F17.2	1.008448985	0.720635208	0.214046039
Y_RNA	0	0	0
PAPD4	7.211462068	12.86842822	15.26705906
CMYA5	0.122096217	0.05874216	0.099369829
CTC-431G16.2	0.380513054	0	0.064577256
CTC-431G16.3	0.750171166	0	0.252836964
RP11-168A11.1	0	0	0
MTX3	5.224104558	7.734241192	7.594347822
THBS4	47.29874868	18.73058676	22.7807989
RP11-168A11.4	10.33543689	5.000761038	3.546873135
TRMT112P2	0	0	0
CTD-2201I18.1	57.77312226	31.4652255	23.63466161
SERINC5	3.713541311	4.076158714	7.724027312
CTC-458I2.2	1.470854741	0.975603258	2.222079125
snoU13	0	0	0
KRT18P45	0	0.022709348	0
CTC-512J14.7	0.017086684	0.013747303	0.031477187
SNORA31	0	0	0
CTC-512J14.1	0.217350346	0.089862549	0
SPZ1	0	0	0
RBMX2P5	44.57050179	43.51022035	30.59737411
CTC-512J14.5	3.910507896	3.932354412	11.63631491
HNRNPA1P12	2.248103035	3.667227262	5.519090848
RNU6-211P	0	0	0
ZFYVE16	8.669651887	7.26814591	7.753278815
CTD-2015H6.3	3.440843785	3.036060008	2.68519498
FAM151B	2.156300986	1.877742261	1.94948896
CTD-2015H6.2	0.220777698	0.787608395	0.123740133
CTD-2015H6.1	0.856781688	1.383470874	0.699644277
ANKRD34B	0.010732652	0.009722206	0
DBIP2	0	0	0
CTC-325J23.3	0	0	0
DHFR	7.967611737	7.150683057	6.587065356
CTC-325J23.2	0	0.013575625	0
MTRNR2L2	244.6751475	459.0290264	156.622647
MSH3	42.77342223	38.89836248	54.32003594
RP11-241J12.3	0.134477546	0.318325127	0.463171025
RP11-241J12.1	0	0	0
CTC-459I6.1	0	0	0
RASGRF2	5.109685967	1.109015425	1.797817741
CTD-2193P3.1	0	0	0
CTD-2193P3.2	0.424330417	0.538893827	0.687610233
CKMT2-AS1	1.522818327	1.232057407	1.598945245
CKMT2	22.88655339	12.76217033	21.27188189
CTD-2248H3.1	0.62195785	0.989760197	0.817277137
ZCCHC9	47.02035878	60.96644161	27.09263228
ACOT12	0.097372966	0	0.182139593
SSBP2	2.9541883	3.020287269	4.358749234
CTD-2249K22.1	0.069381029	0	0
SHFM1P1	59.10459974	5.206216612	4.586042468
ATG10	32.15324512	42.9335449	29.50633134
AC114969.1	0	0	0
ATG10-IT1	0	0	0
PPIAP11	38.65944907	61.94174422	51.63069166
ATG10-AS1	0	0	0
RN7SL378P	0.453145474	0	0
RPS23P5	0	0	0
RPS23	66.60581859	89.00616169	60.92239432
ATP6AP1L	3.940949184	2.749889814	4.172650791
CTD-2015A6.1	0	0	0
CTD-2015A6.2	0	0	0
CTD-2218K11.2	0	0	0
RPL5P16	0	0	0
CTD-2218K11.3	0	0	0
RP11-78C3.1	2.32908585	4.861997585	5.468986171
CTD-2227C6.3	0	0	0
ST13P12	19.93037963	10.40161501	13.07550578
CTD-2227C6.2	0	0	0
RP11-343L5.2	0.080040714	0	0.027865129
TMEM167A	40.10531603	34.64454851	26.9775815
SCARNA18	0.322299925	1.167825547	0.330430527
XRCC4	63.17258671	61.46189109	41.00285079
CTD-2110K23.1	0	0	0
COQ10BP2	0.289856778	0.164677288	0.256659036
FTH1P9	0	0	0
VCAN	0.135452657	0.094601425	0.118252538
VCAN-AS1	0.047546178	0.038628682	0.051151818
HAPLN1	0.018526083	0.012987293	0.025622948
RN7SKP295	0	0	0
RNU6-620P	0	0	0.315720975
CTC-484M2.1	0.634210479	0.302518829	0.249925777
RNU4-11P	0	0	0
RP11-456A14.1	0	0	0
EDIL3	0.630024588	0.331565714	0.527270122
AC109496.1	0	0	0
RNU6-448P	0	0	0
CTD-2269F5.1	0	0	0
RP11-509M23.1	0.531227036	0.400137628	0.195282166
CTC-384G19.1	0	0	0
RBBP4P6	0	0	0
RP11-1072N2.2	0	0	0
RP11-1072N2.3	0.069210708	0	0
RP11-1072N2.4	0	0	0
CTD-2331D11.2	0	0	0
CTD-2331D11.3	0	0	0
CTD-2331D11.4	0	0	0
RPL5P17	0.676420537	0.579469369	0.434695029
AC026700.1	0.464818754	0	0
CTC-534B23.1	0.998216935	1.290537539	0.454390187
AC010595.1	0	0	0
CTC-480C2.1	7.52697263	26.74546304	31.34843768
RPS2P25	0	0	0
CTD-2036A18.2	0	0	0
PTP4A1P4	0	0	0.046126612
NBPF22P	0	0	0.006239576
CTC-261N6.3	0	0	0
CTC-261N6.1	0	0	0
CTC-261N6.2	0	0	0
CTD-2299E8.1	0	0	0
COX7C	302.5331852	306.8133506	210.8889488
MIR3607	0	0	0
RNU6-804P	0	0	0
CTC-493L21.1	9.392706351	27.34643775	27.53492558
CTC-493L21.2	1.333355382	3.51026671	0.890808427
CTD-2161E19.1	3.745466484	3.911841436	4.292315217
RP11-72L22.1	1.588870617	0.800843392	0.758579208
RN7SKP34	0	0	0
MIR4280	0	0	0
AC008394.1	0	0	0.022870708
RASA1	9.242322252	10.25800804	8.650133271
RN7SL629P	0	0	0
RNU6-606P	0	0	0
CTC-428H11.2	4.612555504	4.622292989	3.864844578
CCNH	36.09839069	26.62141382	40.9669294
RNU6-727P	0	0	0
CTD-2316B1.1	0	0	0
CTD-2316B1.2	0	0	0
TMEM161B	3.958977146	4.502451904	2.881173674
AC010243.1	0	0	0
TMEM161B-AS1	0.710649427	0.590092682	0.362994641
RPS3AP22	0	0.007872968	0
SNORA70	0	0	0
CTC-498M16.3	0	0.008704283	0.011316982
CTC-498M16.2	0.01321076	0.013123128	0
CTC-498M16.4	0	0	0
LINC00461	0.00685107	0	0.004811393
CTC-470C15.1	1.986438795	1.705743618	0.974070801
CTC-467M3.1	0	0	0
CTC-467M3.3	0	0	0
CTC-467M3.2	0	0	0
MEF2C	0	0	0
MEF2C-AS1	0.007284055	0.00777851	0.005219427
CTD-2232E5.2	0	0	0.119799263
RP11-116A1.1	0.205658047	0.18629598	0.072164794
AC113167.1	0	0	0
AC113167.2	0	0	0
MIR3660	0	0	0
RP11-61G23.1	0.511816965	0	0.318193485
RP11-61G23.2	0	0	0
CTD-2373J6.1	0	0	0
CETN3	60.79157142	185.5425269	113.5439862
AC093510.1	1.675985888	1.1727236	0.550727193
MBLAC2	0.205834086	0.423412669	0.33714058
POLR3G	70.59735157	67.2296231	53.65052719
LYSMD3	10.51400224	8.829222416	6.631331045
GPR98	0.838905388	0.684414602	0.865847573
CTD-2266L18.1	0	0	0
RP11-414H23.2	0	0	0
RP11-414H23.3	0	0	0
RNU4-90P	0	0	0
RP11-213H15.1	0	0	0
LUCAT1	0	0	0
RP11-213H15.4	0	0	0
CTD-2061E19.1	0.365510571	0.546589467	0.347603555
CTD-2061E19.6	0	0	0
ARRDC3	0.412105385	1.000380049	0.349743212
RAB5CP2	0	0.030708129	0
PCBP2P3	0	0	0
RP11-348J24.2	0.513645977	0.885490573	0.763009337
RP11-348J24.1	0.2999856	0.806630689	0.212699495
AC120120.1	0	0	0
RP11-133F8.2	0.05479369	0.079557323	0.13783984
CTC-529L17.1	0	0	0
CTC-529L17.2	0	0	0
AC026781.1	0	0	0
CTC-458G6.4	53.33511954	21.65779434	28.75698333
LDHBP3	0	0	0
CCT7P2	0	0	0
CTC-458G6.2	0	0	0
CTD-2091N23.1	0	0	0
POLD2P1	0.02280413	0	0.014897461
NR2F1-AS1	0.196831521	0.188605894	0.226269838
NR2F1	0.241604677	0.235896073	0.149364626
FAM172A	16.16362208	13.97250914	12.53783672
MIR2277	1.4262459	0.210334171	1.12142411
NPM1P27	88.75157779	193.1209775	203.263858
POU5F2	0	0	0
RP11-185E12.2	0	0	0
RP11-549J18.1	0	0	0
KIAA0825	2.488666769	2.69977873	3.032641873
MTND5P12	0.125975429	0.174237884	0.010250358
MTND6P3	30.596542	51.62993812	13.9017431
RP11-461G12.2	0.893734306	1.256191373	0.567281875
AC093311.1	0.554529698	0	0
CTC-303L1.1	0.052881659	0.053209668	0.070539538
CTC-303L1.2	1.147825831	1.405372024	0.598851785
ANKRD32	33.62117736	36.87190265	51.06087646
MCTP1	14.51957934	15.2873093	14.56191078
CTC-484P3.3	0.429938293	0.36812417	0.306952517
CTC-484P3.1	0.023085509	0.025896063	0.019349503
CTC-558O19.1	0	0	0
FAM81B	63.23701051	55.57034097	31.70368659
CTD-2538A21.1	0.168196719	0.179502197	0.2913543
TTC37	10.73176076	9.003575926	9.917954975
RNU6-308P	0	0	0
ARSK	1.731190898	2.204309267	3.480379396
GPR150	0.006759568	0.004837586	0
RFESD	15.7850015	18.15563211	22.50355399
SPATA9	11.92714627	12.54039183	13.53895393
CTD-2154I11.2	7.790635356	7.440486715	11.67554016
RHOBTB3	8.533010403	12.70277544	12.49429689
GLRX	76.97136169	32.92954591	48.83852878
HSPD1P11	0.004970447	0	0.023011018
AC008592.3	2.344381485	2.626035956	2.854074565
AC008592.4	0.046331109	0.225849027	0
AC008592.8	0.788271958	2.859410293	2.669761009
C5orf27	1.616354499	0.527470678	0.764511847
AC008592.5	2.523567701	0.651720064	0.286502704
ELL2	1.223983507	1.471987588	1.806621175
CTD-2337A12.1	0.482203951	0.087003475	0.134470065
AC008592.7	0.073026267	0.118659734	0
FABP5P5	0	0	0
RP11-254I22.1	17.1120858	7.943767705	5.015225965
MIR583	0	0	0
RNU6-524P	0	0	0
RP11-254I22.3	6.325402655	2.374917723	1.820631709
RP11-254I22.2	0	0	0
PCSK1	0.041120067	0	0.008396138
CAST	27.27207792	21.55490504	19.07123106
AC020900.1	0	0	0
AC020900.2	0	0	0
CTC-506B8.1	6.611941001	4.949399955	9.306118685
ERAP1	0.520616065	0.113320465	0.246091128
CTD-2260A17.1	0.021572523	0	0.015139467
CTD-2260A17.3	0	0.121957324	0.329795062
CTD-2260A17.2	0.10983277	0.164542247	0.24446236
ERAP2	0	0	0.004002363
LNPEP	1.06078429	1.370888827	1.520189842
AC008850.3	0.44060144	0.442902181	0.321271196
Y_RNA	0	0	0
AC008865.1	0	0	0
SETP22	0.215509201	0.145617953	0.145893433
CTD-2215E18.1	22.81316572	18.65513164	21.99096384
LIX1	3.815282244	8.77596477	5.82382289
RIOK2	16.2540715	22.02783506	38.8385773
RNU1-73P	0	0	0
RP11-155G15.2	13.01430565	14.77496713	11.11651374
CTD-2215E18.2	0	0	0
CTD-2215E18.3	0	0	0
CTD-2278B20.1	0.719425753	0.503264418	0.181465945
YTHDF1P1	0	0	0
RP11-155G15.3	0	0	0
RP11-1E3.1	1.424575204	3.468895411	2.323952273
RP11-72K17.2	0	0	0
RP11-72K17.1	0	0	0.108523752
RP11-455B3.1	125.3609628	217.1506269	182.0337719
AC008834.2	0.284598313	1.051226008	0.226108984
AC008834.1	13.76935033	11.60981598	11.39902541
RP11-274E7.1	0	0	0
RP11-274E7.2	0.04875153	0	0
CH17-12M21.1	0	0	0.003339858
KRT8P32	0	0	0.020745526
MRPS35P2	0	0	0
RP11-474J18.2	0	0	0
RP11-474J18.1	0.459057158	0.744313691	0.384032124
CTBP2P4	1.290503859	1.005322384	1.411167566
AC022142.1	0	0	0
CTC-463N11.1	0.010757504	0.033045992	0.010717937
RGMB	4.396300526	3.354633072	5.260885018
RGMB-AS1	4.702568397	1.545215067	1.345081577
CSNK1A1P3	0	0	0
CHD1	7.791873352	9.278460067	8.938131771
RNU6-402P	0	0	0
CTD-2007H13.3	0	0	0
Y_RNA	0	0	0
CTD-2007H13.1	0	0	0
RP11-93O17.1	0.251202539	0.122247097	0.131648642
RP11-93O17.2	0	0	0
GUSBP8	0.004360671	0.124141327	0.389859504
CTD-2151A2.1	1.636053096	0.43832423	1.519254968
CTD-2151A2.2	0	0	0
CTD-2151A2.3	0	0	0
CTD-2160D9.1	0	0	0
EEF1A1P20	0	0	0
Y_RNA	0	0	0
RP11-475J5.7	1.42752977	0.719711857	0.050854385
RP11-475J5.11	13.24284313	18.67066835	6.068251917
MTND5P10	0.58844105	0.486402206	0.105282369
RP11-475J5.6	11.08722025	12.78176271	5.01839725
RP11-475J5.9	3.566331711	1.918850316	1.356438324
AC113407.1	7.720258773	5.339035479	2.403951753
RP11-475J5.10	0.250366318	0.113397553	0
RP11-475J5.8	10.85882922	11.33476727	1.147352604
MTATP6P2	2.081883347	3.449963591	1.063628149
RP11-475J5.4	4.192801675	4.391753228	1.896667484
RP11-475J5.5	3.054354531	4.714606967	1.478235822
RNU6-1119P	0	0	0.280640867
RP11-346J10.1	0	0	0
CTD-2001C12.1	4.103278712	1.711001209	1.626769601
FAM174A	2.99658075	7.187864263	5.981752523
CTC-293G12.1	0.007756322	0	0
RN7SKP62	0	0	0
ST8SIA4	0.03382076	0.023181835	0.061833338
MIR548P	0	0	0
RN7SL802P	0	0	0.204102449
OR7H2P	0	0	0
RP11-1152B5.1	0	0	0
CTD-2333K2.1	0	0	0
SLCO4C1	0	0	0
AC008948.1	0	0	0
RN7SKP68	0	0	0
SLCO6A1	0	0.013252763	0.010267349
RP11-58B2.1	0	0	0.051111659
LINC00492	0.035664845	0	0.150316755
CTD-2340E1.2	0	0	0
LINC00491	41.45828539	28.44684572	39.65757768
PAM	0.009916387	0.002551678	0.013697532
EIF3KP1	0.388820382	0.249548406	0.134992959
GIN1	4.238488465	3.862460125	3.193743706
PPIP5K2	6.527381922	7.880300946	9.385349375
CTC-503K11.2	0	0	0
C5orf30	0	0.01096473	0.04147042
CTD-2154H6.1	0	0	0
AC010423.1	21.15726945	16.86498477	10.15250258
CTD-2193G5.1	0.498249564	0.489411705	0
NUDT12	0.155857294	0.076746596	0.038455982
RP11-138J23.1	9.103070767	6.083391223	4.91158813
RNU1-140P	0	0	0
RN7SL255P	0	0	0
RP11-6N13.1	14.1608465	5.865777812	5.702086004
RP11-6N13.4	0	0	0
RNU6-334P	0	0	0
CTD-2374C24.1	3.078945251	3.031504047	4.243641214
RAB9BP1	0	0	0
CTC-278L1.1	0.038437689	0.056050475	0.026577245
CTD-2285G11.1	0	0	0.023959853
SNORA31	0	0	0
CTC-254B4.1	28.06184152	20.09752778	16.16974068
PSMC1P5	5.948215672	1.805904595	1.954397688
EFNA5	0.82083536	1.04706937	1.109299918
RP11-252I13.2	0	0.259217999	0.029831903
RP11-252I13.1	0.408099684	0.549545753	0.298187957
RN7SL782P	0	0	0
RN7SKP122	0	0	0
FBXL17	0.169816474	0.249767816	0.172248394
RP11-120B7.1	49.59541497	37.52951022	16.94593517
LINC01023	0.700444102	0.954392665	0.342044416
FER	4.030824825	4.901598421	5.88874746
CTC-329H14.1	0	0	0
CTD-2197I11.1	0	0	0.05562524
Y_RNA	0	0	0
RP11-47F1.1	0	0.053672981	0
RNU6-47P	0	0.018281381	0.014163184
GJA1P1	0	0.137953158	0.051842126
CTD-2587M2.1	0.463887947	0.078801012	0.107717834
PJA2	11.99193141	13.07806959	12.99415836
CTD-2128F4.1	0.104959074	0	0
RP11-231G15.2	0	0	0
RP11-231G15.3	0	0	0
RP11-231G15.1	0	0	0
KRT18P42	0	0	0
AC012603.1	0	0	0
CTC-332L22.1	0	0	0
MAN2A1	0.733793898	1.305295808	0.952970517
RN7SKP230	2.82609745	1.460454385	1.335070183
CTC-287O8.1	0	0	0
AC011366.3	0	0	0
PGAM5P1	0	0	0
TMEM232	11.33943154	7.228872671	4.84255597
MIR548F3	0	0	0
SNORA51	0.161149962	0	0
SLC25A46	11.34867252	12.60671513	11.48959746
CTD-2026D23.1	0	0	0
CTD-2089O24.1	1.608263318	1.388860372	2.60887574
CTC-551A13.1	10.51921573	3.881260057	5.099106345
CTD-2089O24.2	0	0	0
TSLP	0	0	0
CTC-551A13.2	0	0	0
WDR36	0.473150823	0.269844542	0.809783471
AC010468.3	0.188594716	0	0
AC010468.1	5.966918577	10.74677674	6.54535679
CAMK4	0.84394532	0.965419325	1.049566394
AC010468.2	0	0	0
CTC-499J9.1	0	0.078351011	0.003755124
STARD4	0.914419743	0.584463048	0.950192138
STARD4-AS1	1.683682826	1.883641381	2.78105558
AC008967.1	0	0	0
HMGN1P13	0.156478949	0	0
CTD-2367A17.1	0.662395551	0	0
NREP	2.358867096	2.820475574	4.37077218
RN7SKP57	0	0	0
HMGN1P14	0	0	0
NREP-AS1	0.524529289	0.284825241	0.458067296
EPB41L4A	4.880961633	4.292114492	5.782670782
EPB41L4A-AS1	3.346646429	2.958622261	2.976719871
SNORA13	2.775861657	0.294151548	0.665829935
CTC-459M5.1	0	0	0
CTC-459M5.2	7.670856076	6.966661079	6.819740588
RP11-526F3.1	0	0	0
CTC-470E21.1	0	0	0
EPB41L4A-AS2	0.61844548	0.113837505	0.416731599
HMGB3P16	6.149378629	0.610127685	0.726776601
RP11-159K7.1	0	0	0.056865316
RP11-159K7.2	0	0	0.046608095
APC	16.91301136	16.84818308	18.19349475
CBX3P3	0	0	0
RNU6-482P	0	0	0
CTC-554D6.1	203.5122991	250.5306924	185.0364016
CTC-487M23.8	58.74766848	67.4113615	43.21813501
SRP19	47.71724906	59.67601503	44.967071
REEP5	1.361617536	1.104082356	1.250051
XBP1P1	0.069741465	0	0.182738054
ZRSR1	3.095408859	2.671321358	1.074782432
CTC-487M23.5	0.064556338	0	0
CTC-487M23.7	0	0	0
AC008536.1	0	0	0
DCP2	109.7973747	108.4033818	93.46757999
MCC	0.337762752	0.189334349	0.370451337
CTD-2201G3.1	0	0	0.003541433
TSSK1B	0	0	0
RNU4ATAC13P	0	0	0
YTHDC2	2.039554081	2.341179126	2.178586198
RP11-371M22.1	0	0	0
RN7SKP89	0	0	0
KCNN2	8.770053197	9.299189373	9.617493672
RP11-492A10.1	46.16717726	43.28014196	41.80406052
CTC-313D10.1	0	0	0
RP11-438C19.2	0	0	0
RP11-438C19.1	0	0	0
TRIM36	6.110604529	10.07293916	10.4807444
TRIM36-IT1	0	0	0
CTC-428G20.2	0	0	0
CTC-428G20.3	0	0	0.019846567
PGGT1B	5.807407853	7.022131852	8.847983842
CTC-428G20.6	1.794475852	0.591016281	0.999614295
CTC-428G20.1	0.040907126	0.073579347	0.019094725
CCDC112	0.181335388	0.035684545	0.045171825
HMGN1P15	0	0	0
CTNNAP1	0.087147606	0.05480129	0.120570464
AK3P4	0	0	0
CTB-161J7.1	0	0	0
CTB-161J7.2	0	0	0
CCT5P1	0.116528437	0.048196452	0.060327591
FEM1C	1.42435151	2.240588392	1.548851163
TICAM2	0.642430066	0.144479943	0.312238905
TMED7-TICAM2	0.713444321	0.1518171	0.327880578
AC010226.4	1.169920098	0.974846574	0.456146637
TMED7	0.849438262	0.919154977	0.690944964
CTC-505O3.3	0	0	0
CTC-505O3.2	0	0	0
CTC-505O3.1	3.141402429	3.340064315	1.927791562
RNU2-49P	0	0	0
CDO1	0	0	0.109114507
ATG12	2.579209096	1.557825922	1.669664209
AP3S1	12.11231985	24.68517113	34.04664807
AQPEP	0	0	0.006672346
CTC-555I19.1	0.036745482	0	0.012557485
CTD-2287O16.3	0	0	0
AC034236.2	0	0	0
AC034236.1	0	0	0
ARL14EPL	0	0	0
CTD-2287O16.1	379.3698291	413.4111972	169.6352415
CTD-2287O16.4	0	0	0
CTD-2287O16.5	0.586400141	0.813582256	1.129680019
COMMD10	81.66965169	203.2230248	267.2044626
RNU6-644P	0	0	0
HMGN2P27	5.480930123	0.35763498	0.33459237
CTC-339F2.2	0	0	0
SEMA6A	0.002075184	0	0
AC010296.1	0	0	0
CTB-118N6.3	0.008036662	0	0
CTB-118N6.1	0.677919697	0.985641748	0.420845579
CTB-118N6.2	0	0	0
RPS17P2	1.062330376	1.12255048	0.427392726
RP11-249M12.2	0	0	0
CTC-472C24.1	0	0	0
RP11-492L8.1	0	0	0
RP11-492L8.2	0	0.215094311	0
RPL35AP15	0.123002945	0	0
LINC00992	0.036974219	0.05292231	0.183347721
RP11-74D3.2	0	0	0
RPL7L1P4	0.087843271	0.018260695	0.068334906
CTD-3179P9.1	14.24893857	12.66326644	13.82130804
CTD-3179P9.2	0	0	0
CTD-2281M20.1	19.64706642	10.0738071	8.249741993
RP11-2N5.2	0.078264088	0.077744932	0.179505064
RP11-2N5.1	8.378767996	5.518871163	8.433710497
RNU7-34P	0	0	0
CTC-448D22.1	0.257694926	0	0
DTWD2	4.808847707	5.75323877	7.072812471
PTMAP2	94.2997188	94.90644585	48.21098939
CTB-161M19.4	0.537250897	0.089308132	0.477416383
RNU6-373P	0	0	0
CTB-161M19.1	0	0	0
CTB-161M19.2	0.051989525	0	0
DMXL1	19.53028082	23.63100362	16.78144952
snoU13	0	0	0
RP11-950K24.2	0	0.023817122	0
LAMTOR3P2	0	0	0
RNU6-701P	0	0	0
MIR5706	0	0	0
AC027320.1	0	0	0
TNFAIP8	3.58397392	2.683931495	3.709323199
RN7SL174P	0	0	0.153741981
HSD17B4	4.22810114	2.518936956	3.285106891
snoU13	0	0	0
CTD-2158P22.1	0.018661106	0	0.093020359
FABP5P6	0	0	0
snoU13	0	0	0
FAM170A	0	0.032951627	0.07544948
CTD-2158P22.4	0.631004585	0.412492377	0.78249615
CTC-507E12.1	0.617474452	0.025548532	0.677821661
CTC-552D5.1	0	0	0
RNU6-718P	0	0.215094311	0
RP11-574H6.1	0	0	0
PRR16	3.188291934	5.800232908	9.025615942
RP11-565F4.1	0.143384768	0	0
RNU4-69P	0	0	0
CTD-2334D19.1	7.106570154	5.664154209	7.277930852
AC008565.1	0	0	0
CTD-2613O8.1	0	0	0
CTD-2020P22.1	0	0.097770142	0.064297701
CTC-546K23.1	0.733123118	0.158435678	0.393210929
RP11-510I6.1	0.774621009	0.064387968	0.634405408
RP11-510I6.2	0.183443365	0	0.039463182
RP11-510I6.3	12.37979388	16.38041379	11.26710009
FTMT	0.399202679	1.036333262	1.303825759
